date,material_id,transaction_type,quantity,unit,supplier_id,unit_price,po_number
2023-02-08,M04,issue,49,roll,,23025,
2023-04-17,M13,issue,40,rolls,,23956,
2023-11-26,M01,receipt,37,rolls,SUP08,24336,PUR14390
2023-07-23,M13,issue,47,roll,,23620,
2023-05-29,M03,issue,22,roll,,21660,
2023-06-20,M09,writeoff,197,kgs,,22064,
2023-04-13,M06,writeoff,492,KG,,23018,
2023-11-20,M07,writeoff,451,kg,,25302,
2023-01-15,M01,issue,48,pcs,,21172,
2023-05-06,M02,issue,38,roll,,24015,
2023-08-04,M11,issue,50,kg,,24213,
2023-09-14,M12,receipt,312,kilograms,SUP06,24100,PUR51203
2023-02-22,M02,issue,33,roll,,21809,
2023-05-22,M12,writeoff,228,kgs,,21400,
2023-08-29,M05,receipt,28,nos,SUP02,25668,PUR76941
2023-07-29,M11,receipt,259,kilograms,SUP05,24495,PUR46787
2023-10-26,M12,receipt,214,kgs,SUP06,23836,PUR81769
2023-01-09,M03,receipt,46,roll,SUP09,21205,PUR62968
2023-10-28,M06,writeoff,18,Kg,,23490,
2023-05-22,M11,receipt,369,KG,SUP05,22709,PUR10473
2023-04-06,M12,issue,226,kgs,,24807,
2023-06-11,M05,return,31,roll,,24673,
2023-08-05,M04,receipt,10,Rolls,SUP08,21370,PUR17182
2023-02-15,M06,issue,208,kilograms,,22873,
2023-06-07,M01,issue,16,nos,,21723,
2023-02-16,M09,receipt,242,Kg,SUP05,24060,PUR31975
2023-06-04,M05,receipt,1,Rolls,SUP02,22656,PUR89391
2023-01-09,M05,issue,47,Rolls,,22812,
2023-11-27,M13,receipt,23,Rolls,SUP07,21883,PUR64213
2023-09-12,M05,return,20,nos,,22278,
2023-04-15,M04,issue,5,roll,,23166,
2023-03-14,M11,issue,273,Kg,,23287,
2023-08-03,M04,issue,35,roll,,24433,
2023-11-15,M02,issue,50,pcs,,23132,
2023-03-02,M06,receipt,291,kgs,SUP03,23800,PUR55053
2023-01-30,M10,receipt,277,kilograms,SUP05,21856,PUR32388
2023-06-19,M09,writeoff,423,Kg,,23182,
2023-02-26,M14,return,30,nos,,22541,
2023-04-21,M13,receipt,14,pcs,SUP07,25407,PUR87017
2023-10-20,M04,issue,36,rolls,,24747,
2023-01-29,M12,receipt,282,KG,SUP06,21353,PUR60486
2023-11-07,M04,issue,20,Rolls,,24842,
2023-11-08,M03,issue,37,roll,,22557,
2023-01-27,M12,receipt,386,kilograms,SUP06,24870,PUR32726
2023-03-21,M02,receipt,13,nos,SUP01,22138,PUR21423
2023-02-15,M05,receipt,16,Rolls,SUP02,22230,PUR94032
2023-01-28,M06,issue,174,kg,,22248,
2023-06-07,M01,issue,1,roll,,22692,
2023-02-21,M08,receipt,325,kg,SUP04,25257,PUR57259
2023-06-10,M10,receipt,243,Kg,SUP05,22279,PUR41113
2023-06-16,M12,receipt,71,Kg,SUP06,24294,PUR88333
2023-07-28,M10,issue,449,kilograms,,24319,
2023-03-20,M10,issue,223,kg,,21869,
2023-11-13,M11,issue,21,kg,,23473,
2023-07-15,M02,return,45,nos,,23451,
2023-09-27,M02,issue,11,Rolls,,23649,
2023-03-05,M05,issue,35,nos,,22466,
2023-03-06,M07,receipt,361,KG,SUP03,21721,PUR56640
2023-11-29,M11,issue,437,kgs,,24288,
2023-03-16,M10,receipt,280,kg,SUP05,21405,PUR75086
2023-02-14,M10,receipt,15,kg,SUP05,22027,PUR28238
2023-11-21,M11,receipt,262,Kg,SUP05,22286,PUR82255
2023-04-14,M11,receipt,84,KG,SUP05,21880,PUR94592
2023-05-17,M11,receipt,183,kilograms,SUP05,24277,PUR26884
2023-10-12,M05,receipt,8,nos,SUP02,22479,PUR21583
2023-01-23,M05,issue,44,roll,,23983,
2023-03-17,M13,receipt,26,pcs,SUP07,21612,PUR15756
2023-03-30,M05,receipt,17,Rolls,SUP02,21939,PUR57004
2023-09-02,M14,issue,29,roll,,25038,
2023-11-07,M13,issue,3,roll,,24487,
2023-02-12,M10,issue,383,kilograms,,23006,
2023-07-20,M09,issue,114,Kg,,21201,
2023-06-18,M02,return,28,roll,,24227,
2023-10-14,M03,issue,34,nos,,22743,
2023-07-15,M09,issue,227,Kg,,23912,
2023-05-02,M10,receipt,115,kg,SUP05,22207,PUR64616
2023-03-12,M11,issue,21,kilograms,,25379,
2023-04-10,M02,writeoff,25,pcs,,20966,
2023-10-29,M05,receipt,43,roll,SUP02,24972,PUR20438
2023-01-08,M13,receipt,33,Rolls,SUP07,21615,PUR53158
2023-05-12,M02,receipt,38,pcs,SUP09,24196,PUR42229
2023-10-19,M09,issue,167,Kg,,21357,
2023-03-04,M10,receipt,245,Kg,SUP05,23926,PUR57407
2023-03-07,M04,issue,16,pcs,,23506,
2023-07-29,M06,return,120,kgs,,23952,
2023-06-19,M01,receipt,9,Rolls,SUP08,23543,PUR74674
2023-05-11,M01,receipt,49,pcs,SUP08,22967,PUR92154
2023-07-31,M09,receipt,204,Kg,SUP05,23878,PUR87725
2023-10-01,M03,issue,11,Rolls,,22812,
2023-01-01,M03,receipt,34,rolls,SUP01,21554,PUR42174
2023-08-12,M06,issue,273,kilograms,,22737,
2023-06-02,M07,receipt,258,kgs,SUP03,25092,PUR93773
2023-11-09,M08,receipt,152,kgs,SUP04,22946,PUR72866
2023-10-22,M05,receipt,37,roll,SUP02,23832,PUR29209
2023-11-22,M02,issue,6,Rolls,,24769,
2023-06-26,M08,issue,317,Kg,,24194,
2023-11-15,M03,return,18,nos,,22861,
2023-05-22,M12,receipt,361,kg,SUP06,21350,PUR79017
2023-03-22,M07,receipt,237,kgs,SUP03,22702,PUR95447
2023-11-13,M02,receipt,28,nos,SUP09,21982,PUR39362
2023-07-02,M05,receipt,5,roll,SUP02,25030,PUR94059
2023-02-27,M07,issue,216,kilograms,,23183,
2023-05-02,M09,receipt,477,kg,SUP05,24370,PUR84150
2023-09-16,M04,issue,4,Rolls,,24516,
2023-04-09,M02,issue,6,rolls,,24036,
2023-09-01,M12,issue,98,KG,,24863,
2023-09-26,M05,issue,49,roll,,24104,
2023-06-06,M13,receipt,11,pcs,SUP07,23511,PUR63767
2023-11-18,M09,issue,402,kilograms,,22097,
2023-01-26,M07,receipt,421,kg,SUP03,23974,PUR45991
2023-04-11,M01,receipt,36,roll,SUP01,20870,PUR53731
2023-05-04,M14,issue,34,roll,,22762,
2023-09-06,M07,writeoff,485,kg,,22795,
2023-08-02,M06,issue,186,kg,,22336,
2023-07-21,M10,issue,324,kg,,24260,
2023-05-17,M07,receipt,334,kgs,SUP03,24248,PUR74981
2023-06-20,M03,issue,26,Rolls,,24449,
2023-06-03,M12,return,303,kilograms,,21344,
2023-03-20,M02,receipt,23,pcs,SUP09,22603,PUR92121
2023-09-14,M11,issue,387,Kg,,21930,
2023-07-02,M03,writeoff,47,roll,,24289,
2023-04-22,M14,receipt,16,pcs,SUP07,24654,PUR98287
2023-06-13,M08,receipt,81,kilograms,SUP04,21985,PUR60630
2023-04-22,M03,issue,24,pcs,,22288,
2023-05-17,M08,receipt,393,Kg,SUP04,23239,PUR68433
2023-01-12,M09,receipt,435,kgs,SUP05,22463,PUR97333
2023-10-19,M13,return,39,rolls,,23614,
2023-07-11,M02,receipt,5,roll,SUP09,21556,PUR49182
2023-11-06,M02,receipt,22,Rolls,SUP01,21772,PUR66288
2023-04-02,M05,receipt,49,pcs,SUP02,24643,PUR77810
2023-10-20,M13,receipt,18,nos,SUP07,23349,PUR66934
2023-06-13,M06,issue,469,kilograms,,21483,
2023-06-16,M08,issue,381,Kg,,24129,
2023-04-18,M05,receipt,15,roll,SUP02,25023,PUR80391
2023-02-22,M08,receipt,450,Kg,SUP04,23301,PUR28463
2023-10-26,M12,issue,403,Kg,,23595,
2023-09-07,M14,return,45,nos,,22115,
2023-06-27,M05,return,24,Rolls,,24318,
2023-01-27,M08,receipt,66,kg,SUP04,22124,PUR94338
2023-04-28,M05,receipt,40,roll,SUP02,25823,PUR41508
2023-05-15,M11,issue,257,kilograms,,22302,
2023-07-07,M03,issue,33,nos,,22039,
2023-04-25,M07,issue,148,Kg,,24033,
2023-06-08,M12,receipt,211,kg,SUP06,23274,PUR95026
2023-11-14,M06,receipt,87,Kg,SUP03,22306,PUR80307
2023-06-28,M06,writeoff,19,kilograms,,24749,
2023-10-26,M13,receipt,32,roll,SUP07,24606,PUR73936
2023-02-20,M06,return,216,kgs,,21514,
2023-09-29,M03,receipt,41,roll,SUP01,23282,PUR35351
2023-04-20,M07,issue,237,Kg,,21386,
2023-02-22,M05,issue,26,roll,,25191,
2023-08-16,M10,writeoff,140,kg,,23601,
2023-09-08,M08,receipt,158,KG,SUP04,22129,PUR51856
2023-01-22,M10,issue,374,kilograms,,21500,
2023-07-10,M08,return,28,kgs,,22122,
2023-11-08,M08,issue,61,kgs,,21699,
2023-11-12,M02,receipt,43,rolls,SUP01,24395,PUR23744
2023-07-16,M08,receipt,303,kgs,SUP04,24858,PUR85317
2023-08-10,M01,receipt,12,pcs,SUP08,24717,PUR51132
2023-03-21,M11,issue,393,kg,,25025,
2023-05-02,M06,receipt,404,kilograms,SUP03,24574,PUR68349
2023-06-30,M07,receipt,414,KG,SUP03,23133,PUR41477
2023-07-02,M06,return,314,kilograms,,23002,
2023-08-21,M01,receipt,9,Rolls,SUP01,23037,PUR45401
2023-04-20,M13,issue,23,Rolls,,24906,
2023-11-10,M02,receipt,5,rolls,SUP01,22043,PUR16177
2023-06-08,M10,receipt,262,KG,SUP05,23214,PUR90541
2023-04-26,M04,issue,31,roll,,24013,
2023-07-31,M13,receipt,50,nos,SUP07,24906,PUR45131
2023-04-11,M09,writeoff,350,kg,,21268,
2023-04-27,M08,receipt,406,Kg,SUP04,24195,PUR57809
2023-07-19,M09,receipt,272,kg,SUP05,21770,PUR33786
2023-08-30,M11,issue,494,kilograms,,22839,
2023-02-04,M12,receipt,463,KG,SUP06,23161,PUR66251
2023-03-06,M10,issue,499,KG,,21416,
2023-02-08,M13,receipt,41,roll,SUP07,24240,PUR52240
2023-07-13,M14,issue,7,rolls,,23526,
2023-10-07,M08,receipt,422,kilograms,SUP04,22221,PUR91093
2023-06-13,M14,issue,17,nos,,23705,
2023-07-10,M11,issue,102,KG,,23291,
2023-05-24,M11,receipt,483,Kg,SUP05,22068,PUR78258
2023-09-30,M02,receipt,6,roll,SUP09,21804,PUR69001
2023-01-10,M04,receipt,10,roll,SUP02,21333,PUR82432
2023-10-04,M14,receipt,45,rolls,SUP07,23557,PUR68269
2023-08-08,M14,writeoff,20,pcs,,24324,
2023-05-24,M02,receipt,6,nos,SUP09,21994,PUR97917
2023-02-08,M03,issue,43,roll,,22799,
2023-06-15,M04,issue,4,roll,,24779,
2023-08-15,M02,issue,35,Rolls,,21777,
2023-01-01,M07,issue,256,kilograms,,24977,
2023-05-30,M13,issue,31,nos,,21736,
2023-08-04,M12,receipt,232,kgs,SUP06,21531,PUR70952
2023-11-06,M07,issue,11,Kg,,23358,
2023-02-03,M07,receipt,104,kgs,SUP03,25304,PUR75403
2023-10-07,M03,issue,34,pcs,,22276,
2023-06-03,M09,issue,266,kg,,22654,
2023-01-23,M14,receipt,43,Rolls,SUP07,21790,PUR48977
2023-07-25,M11,issue,324,Kg,,23514,
2023-10-29,M08,issue,52,kilograms,,23263,
2023-04-29,M01,issue,44,pcs,,20933,
2023-05-09,M07,receipt,26,kilograms,SUP03,25332,PUR94564
2023-03-08,M01,issue,43,roll,,21318,
2023-08-19,M12,writeoff,73,kg,,23349,
2023-07-11,M02,receipt,37,pcs,SUP01,21337,PUR62049
2023-07-20,M09,issue,498,kgs,,21101,
2023-03-02,M08,issue,482,Kg,,22630,
2023-11-23,M02,receipt,47,nos,SUP09,21496,PUR32527
2023-03-13,M07,receipt,67,KG,SUP03,23113,PUR82142
2023-07-07,M12,receipt,273,Kg,SUP06,21129,PUR89099
2023-07-08,M04,issue,15,pcs,,24192,
2023-04-09,M09,receipt,337,kilograms,SUP05,21395,PUR63510
2023-06-17,M06,issue,255,kg,,22608,
2023-07-13,M06,return,121,kilograms,,24493,
2023-03-04,M12,receipt,458,kg,SUP06,21754,PUR49879
2023-02-15,M01,return,35,Rolls,,21851,
2023-06-19,M04,issue,33,roll,,24993,
2023-09-04,M11,receipt,306,kilograms,SUP05,21804,PUR54416
2023-11-05,M13,receipt,7,nos,SUP07,23565,PUR20675
2023-01-14,M14,receipt,3,Rolls,SUP07,22542,PUR75577
2023-10-21,M08,return,47,Kg,,22150,
2023-07-15,M05,return,22,rolls,,22268,
2023-04-29,M07,issue,312,kilograms,,22692,
2023-07-17,M04,issue,17,pcs,,21568,
2023-07-26,M13,receipt,30,nos,SUP07,25092,PUR17948
2023-04-25,M01,issue,21,roll,,24707,
2023-10-28,M11,receipt,356,kgs,SUP05,24357,PUR20489
2023-05-02,M11,receipt,126,kg,SUP05,22680,PUR44628
2023-08-20,M10,receipt,477,Kg,SUP05,23705,PUR44606
2023-01-01,M14,issue,35,roll,,22278,
2023-10-28,M09,return,368,Kg,,24633,
2023-04-22,M08,receipt,287,kg,SUP04,21999,PUR60727
2023-05-29,M01,return,31,Rolls,,21060,
2023-10-26,M08,receipt,428,Kg,SUP04,23994,PUR72563
2023-02-23,M07,receipt,36,kg,SUP03,23361,PUR61407
2023-07-05,M05,return,44,roll,,24931,
2023-08-25,M06,issue,272,KG,,23648,
2023-03-27,M13,receipt,44,nos,SUP07,23908,PUR48802
2023-01-13,M09,issue,306,KG,,21099,
2023-07-14,M10,receipt,449,kilograms,SUP05,22041,PUR11495
2023-10-30,M14,issue,12,pcs,,24905,
2023-07-28,M14,writeoff,14,rolls,,23255,
2023-10-08,M03,return,3,nos,,23219,
2023-08-14,M13,return,29,nos,,23988,
2023-12-01,M06,receipt,301,KG,SUP03,23647,PUR28915
2023-08-28,M07,issue,104,kilograms,,24980,
2023-08-16,M12,receipt,353,kg,SUP06,24303,PUR17231
2023-07-03,M08,receipt,76,kg,SUP04,23888,PUR32595
2023-01-17,M03,receipt,35,nos,SUP01,24620,PUR47672
2023-04-09,M04,issue,4,Rolls,,24322,
2023-10-29,M03,issue,17,Rolls,,21806,
2023-07-25,M07,issue,437,kg,,24853,
2023-05-13,M07,receipt,358,KG,SUP03,25135,PUR62275
2023-03-08,M10,issue,184,KG,,22405,
2023-06-15,M09,return,316,KG,,22308,
2023-06-25,M02,issue,31,Rolls,,23859,
2023-07-15,M14,issue,17,roll,,23303,
2023-05-28,M14,receipt,31,pcs,SUP07,24322,PUR42166
2023-10-24,M02,issue,1,pcs,,21977,
2023-06-09,M03,issue,34,Rolls,,23945,
2023-08-16,M01,issue,49,nos,,22089,
2023-01-16,M03,issue,36,nos,,24181,
2023-11-23,M07,receipt,288,kgs,SUP03,23004,PUR98963
2023-10-30,M03,issue,11,Rolls,,21161,
2023-09-04,M04,return,6,rolls,,23641,
2023-10-14,M12,return,222,kgs,,24865,
2023-10-23,M04,writeoff,35,Rolls,,24418,
2023-09-05,M08,receipt,480,KG,SUP04,25247,PUR36605
2023-02-09,M14,receipt,11,roll,SUP07,24427,PUR84368
2023-03-30,M06,receipt,428,kilograms,SUP03,21796,PUR97363
2023-06-03,M10,issue,228,kg,,20647,
2023-04-04,M04,issue,36,pcs,,23170,
2023-01-10,M01,receipt,6,roll,SUP01,23723,PUR33435
2023-06-23,M09,receipt,86,kg,SUP05,24903,PUR29285
2023-01-02,M11,issue,380,kg,,25390,
2023-07-07,M08,issue,44,Kg,,23251,
2023-11-14,M05,receipt,43,Rolls,SUP02,25429,PUR17281
2023-07-27,M14,return,9,nos,,24709,
2023-01-10,M08,issue,192,kg,,22320,
2023-10-20,M07,receipt,139,kgs,SUP03,22508,PUR16658
2023-07-23,M04,return,31,rolls,,23285,
2023-10-05,M13,issue,13,Rolls,,21601,
2023-09-17,M10,writeoff,82,kgs,,24307,
2023-04-21,M04,receipt,35,nos,SUP02,23992,PUR65868
2023-05-13,M01,receipt,29,roll,SUP01,23284,PUR40031
2023-02-08,M03,issue,48,roll,,23378,
2023-02-21,M09,issue,334,kilograms,,22942,
2023-01-23,M01,issue,37,rolls,,22620,
2023-09-05,M08,receipt,24,KG,SUP04,24148,PUR55927
2023-01-24,M02,receipt,36,rolls,SUP09,21562,PUR26558
2023-03-18,M04,issue,29,pcs,,24543,
2023-10-22,M01,receipt,49,Rolls,SUP08,22802,PUR76259
2023-02-22,M03,receipt,35,roll,SUP09,24611,PUR52298
2023-08-08,M13,issue,39,Rolls,,24192,
2023-11-04,M08,issue,19,KG,,25322,
2023-08-24,M13,receipt,45,roll,SUP07,25066,PUR50602
2023-08-28,M03,issue,38,Rolls,,22347,
2023-06-27,M03,issue,6,pcs,,22778,
2023-02-05,M09,issue,163,KG,,23732,
2023-08-29,M10,writeoff,130,kgs,,23724,
2023-08-25,M11,issue,97,kgs,,25368,
2023-04-08,M13,issue,13,roll,,24126,
2023-11-15,M06,return,275,kgs,,23362,
2023-07-12,M03,receipt,31,roll,SUP09,21111,PUR63228
2023-06-07,M13,receipt,34,Rolls,SUP07,25096,PUR30537
2023-01-25,M10,return,148,KG,,24414,
2023-11-25,M09,receipt,74,Kg,SUP05,22257,PUR86176
2023-01-26,M14,issue,47,rolls,,21332,
2023-11-04,M10,issue,224,kg,,23476,
2023-09-02,M06,receipt,75,kgs,SUP03,22512,PUR63151
2023-03-12,M07,receipt,197,KG,SUP03,22450,PUR14332
2023-11-03,M04,issue,4,Rolls,,23534,
2023-05-18,M13,issue,7,rolls,,24327,
2023-05-04,M06,issue,493,kg,,24244,
2023-04-05,M02,receipt,26,Rolls,SUP01,22201,PUR43898
2023-06-18,M08,writeoff,302,kgs,,25591,
2023-01-06,M13,issue,34,rolls,,22636,
2023-04-25,M03,return,22,Rolls,,23161,
2023-05-20,M09,writeoff,420,kgs,,22311,
2023-10-03,M03,issue,49,Rolls,,23311,
2023-08-02,M13,issue,45,nos,,23518,
2023-02-12,M13,receipt,16,roll,SUP07,25082,PUR32126
2023-03-25,M03,issue,30,roll,,23644,
2023-06-16,M13,issue,3,rolls,,24494,
2023-10-16,M04,issue,37,rolls,,21251,
2023-01-29,M12,writeoff,163,kgs,,24537,
2023-11-27,M08,issue,164,Kg,,22216,
2023-05-08,M08,receipt,172,Kg,SUP04,22684,PUR47242
2023-03-05,M03,receipt,40,nos,SUP01,22678,PUR18017
2023-07-06,M12,issue,494,Kg,,23425,
2023-06-06,M04,receipt,44,Rolls,SUP08,23449,PUR87002
2023-04-19,M01,issue,12,pcs,,24090,
2023-09-20,M12,issue,295,kgs,,23929,
2023-04-12,M04,issue,33,Rolls,,21499,
2023-09-04,M04,issue,18,Rolls,,22490,
2023-04-17,M04,receipt,12,rolls,SUP08,22038,PUR50661
2023-03-20,M02,receipt,49,roll,SUP09,22877,PUR12836
2023-07-11,M11,receipt,375,KG,SUP05,25110,PUR30615
2023-06-27,M01,issue,21,rolls,,24601,
2023-03-06,M02,issue,9,Rolls,,22266,
2023-09-07,M02,receipt,24,rolls,SUP09,24808,PUR52502
2023-01-28,M09,return,499,kilograms,,25015,
2023-01-27,M05,receipt,10,roll,SUP02,22510,PUR54680
2023-02-10,M07,issue,327,kilograms,,22019,
2023-02-14,M06,receipt,174,KG,SUP03,22285,PUR73742
2023-10-28,M13,receipt,16,rolls,SUP07,24915,PUR12794
2023-04-25,M06,receipt,322,Kg,SUP03,25269,PUR18962
2023-08-29,M10,receipt,180,kg,SUP05,23447,PUR51164
2023-03-04,M06,receipt,231,kgs,SUP03,24599,PUR32764
2023-03-09,M09,receipt,219,Kg,SUP05,22064,PUR66437
2023-03-10,M02,receipt,43,rolls,SUP09,23671,PUR66698
2023-01-05,M04,issue,30,rolls,,22881,
2023-05-29,M02,issue,4,Rolls,,22216,
2023-07-17,M10,receipt,424,kilograms,SUP05,22081,PUR88072
2023-02-09,M08,receipt,107,Kg,SUP04,24429,PUR65372
2023-09-16,M01,return,48,rolls,,23985,
2023-01-23,M10,issue,479,kg,,21778,
2023-02-19,M13,receipt,47,rolls,SUP07,22433,PUR73647
2023-09-14,M14,receipt,7,pcs,SUP07,23331,PUR15015
2023-07-20,M05,receipt,25,rolls,SUP02,25730,PUR82726
2023-09-18,M09,issue,372,kgs,,23251,
2023-09-28,M12,issue,487,Kg,,22809,
2023-06-29,M10,issue,348,kg,,23034,
2023-07-24,M07,issue,284,kilograms,,24486,
2023-04-01,M03,issue,3,pcs,,20709,
2023-09-07,M08,return,431,KG,,21627,
2023-10-11,M12,receipt,354,kg,SUP06,23826,PUR68645
2023-08-23,M03,receipt,23,Rolls,SUP09,22380,PUR12325
2023-01-15,M08,receipt,123,kilograms,SUP04,21823,PUR89122
2023-09-24,M08,writeoff,309,kilograms,,24195,
2023-11-25,M10,issue,187,Kg,,21776,
2023-07-30,M10,receipt,466,kgs,SUP05,20938,PUR60794
2023-01-19,M08,issue,204,kgs,,23777,
2023-08-19,M09,receipt,45,Kg,SUP05,24613,PUR74411
2023-06-05,M02,issue,28,roll,,21115,
2023-07-07,M06,receipt,116,kgs,SUP03,22576,PUR21718
2023-11-17,M09,issue,117,kgs,,23467,
2023-01-17,M03,issue,23,Rolls,,22827,
2023-08-08,M14,writeoff,49,roll,,24367,
2023-08-29,M04,issue,31,nos,,24350,
2023-04-13,M04,issue,25,rolls,,23124,
2023-02-25,M12,receipt,410,kilograms,SUP06,21745,PUR24120
2023-09-04,M06,issue,16,KG,,24823,
2023-01-30,M02,issue,24,Rolls,,24841,
2023-06-14,M14,issue,43,rolls,,21364,
2023-01-17,M06,issue,391,kilograms,,24281,
2023-10-28,M01,receipt,14,pcs,SUP08,23176,PUR62620
2023-09-24,M11,receipt,254,kilograms,SUP05,22309,PUR59480
2023-01-07,M02,issue,50,Rolls,,22084,
2023-01-31,M04,receipt,2,rolls,SUP02,23472,PUR48148
2023-11-11,M04,issue,40,roll,,24933,
2023-09-09,M04,writeoff,7,roll,,22888,
2023-11-26,M10,receipt,170,kgs,SUP05,21724,PUR60788
2023-09-12,M03,receipt,23,Rolls,SUP09,21068,PUR30547
2023-08-20,M03,issue,41,roll,,22315,
2023-03-07,M01,issue,3,Rolls,,21381,
2023-05-27,M04,return,24,rolls,,22661,
2023-02-22,M12,receipt,194,KG,SUP06,21409,PUR77981
2023-05-15,M10,receipt,482,kg,SUP05,22728,PUR76432
2023-07-31,M01,issue,28,nos,,21027,
2023-02-28,M12,receipt,121,KG,SUP06,23459,PUR73936
2023-05-22,M09,receipt,335,kgs,SUP05,23572,PUR86507
2023-04-10,M09,issue,52,kgs,,22393,
2023-11-10,M03,receipt,36,roll,SUP09,23979,PUR49681
2023-03-16,M05,issue,17,Rolls,,24729,
2023-10-02,M09,issue,438,kilograms,,22666,
2023-05-06,M04,receipt,16,nos,SUP02,22988,PUR49348
2023-02-07,M06,issue,477,kg,,23516,
2023-07-14,M01,receipt,41,nos,SUP01,23255,PUR44546
2023-05-08,M13,issue,27,pcs,,21573,
2023-05-16,M07,issue,486,kgs,,24584,
2023-09-14,M13,issue,48,pcs,,22055,
2023-10-25,M14,issue,9,pcs,,24132,
2023-07-13,M06,receipt,83,kilograms,SUP03,24971,PUR73727
2023-04-19,M07,receipt,42,Kg,SUP03,25347,PUR38894
2023-02-17,M05,issue,49,Rolls,,22172,
2023-10-15,M09,issue,169,kg,,21096,
2023-04-29,M06,return,171,KG,,23938,
2023-10-28,M02,issue,20,rolls,,22206,
2023-07-04,M08,issue,10,kgs,,23965,
2023-01-25,M12,issue,242,kgs,,21496,
2023-09-15,M05,receipt,34,nos,SUP02,22758,PUR12854
2023-07-01,M04,issue,18,nos,,22385,
2023-03-20,M08,issue,177,kgs,,24329,
2023-01-28,M08,receipt,381,kgs,SUP04,22716,PUR39161
2023-08-19,M04,return,17,roll,,23628,
2023-09-26,M11,receipt,11,kgs,SUP05,24231,PUR42365
2023-04-28,M10,issue,392,kgs,,24584,
2023-04-06,M10,issue,163,kgs,,20903,
2023-01-09,M01,receipt,11,Rolls,SUP08,22597,PUR55952
2023-11-27,M04,return,3,pcs,,22520,
2023-07-23,M08,return,54,KG,,24427,
2023-01-14,M14,issue,39,pcs,,22791,
2023-07-28,M11,issue,94,kg,,23075,
2023-07-18,M04,issue,2,roll,,21347,
2023-09-24,M05,issue,30,nos,,24342,
2023-07-13,M05,return,34,pcs,,24307,
2023-09-22,M05,receipt,30,rolls,SUP02,21936,PUR63121
2023-01-28,M13,issue,30,nos,,21563,
2023-09-06,M13,issue,42,Rolls,,23515,
2023-06-08,M06,receipt,111,kilograms,SUP03,24646,PUR14846
2023-02-26,M08,receipt,236,kg,SUP04,22056,PUR16825
2023-01-13,M01,issue,6,Rolls,,21947,
2023-07-02,M05,issue,38,roll,,23619,
2023-04-29,M08,issue,350,KG,,24331,
2023-10-17,M09,issue,369,kgs,,24848,
2023-03-24,M06,issue,300,KG,,21779,
2023-01-14,M08,receipt,382,KG,SUP04,22579,PUR41955
2023-01-29,M01,return,40,roll,,23695,
2023-04-03,M13,receipt,41,nos,SUP07,23202,PUR38107
2023-02-27,M12,issue,254,kilograms,,23739,
2023-02-23,M14,receipt,14,nos,SUP07,25066,PUR66042
2023-05-20,M12,return,263,kilograms,,24026,
2023-04-11,M12,issue,431,kilograms,,22516,
2023-06-18,M14,receipt,40,Rolls,SUP07,21756,PUR96357
2023-08-21,M13,issue,17,rolls,,24419,
2023-05-04,M02,writeoff,37,roll,,21751,
2023-09-04,M13,issue,25,pcs,,23350,
2023-07-07,M01,issue,36,roll,,23475,
2023-04-28,M02,receipt,30,roll,SUP01,23417,PUR25524
2023-03-11,M12,issue,22,Kg,,22697,
2023-10-13,M12,receipt,106,kilograms,SUP06,24914,PUR44468
2023-04-17,M07,issue,283,kilograms,,24221,
2023-02-22,M10,issue,349,Kg,,23186,
2023-09-06,M11,issue,443,kg,,25335,
2023-05-02,M04,receipt,43,roll,SUP08,21637,PUR22983
2023-07-22,M12,receipt,498,kgs,SUP06,24148,PUR57463
2023-11-29,M06,issue,178,kg,,21430,
2023-07-19,M10,return,13,kg,,20809,
2023-02-26,M11,issue,52,kg,,25106,
2023-08-01,M06,issue,443,kg,,23730,
2023-05-13,M08,issue,404,Kg,,24679,
2023-02-11,M10,receipt,495,KG,SUP05,20972,PUR10158
2023-10-12,M01,receipt,9,pcs,SUP01,23533,PUR79580
2023-07-12,M14,issue,40,pcs,,21337,
2023-10-15,M13,receipt,31,nos,SUP07,22070,PUR98323
2023-05-16,M04,issue,34,roll,,21607,
2023-08-27,M08,receipt,331,KG,SUP04,23310,PUR51551
2023-11-07,M12,issue,74,KG,,21381,
2023-10-08,M13,writeoff,9,Rolls,,21632,
2023-02-11,M07,issue,382,kilograms,,23007,
2023-09-04,M14,issue,5,nos,,23741,
2023-04-25,M11,receipt,89,kg,SUP05,22532,PUR44314
2023-11-18,M13,issue,39,nos,,22524,
2023-06-12,M07,receipt,312,kilograms,SUP03,21649,PUR70613
2023-05-05,M07,issue,125,KG,,24580,
2023-10-20,M10,receipt,347,KG,SUP05,21348,PUR28338
2023-03-18,M13,return,30,nos,,25280,
2023-11-05,M02,issue,30,Rolls,,23317,
2023-11-16,M05,receipt,21,pcs,SUP02,25350,PUR34444
2023-11-11,M06,issue,399,kgs,,22386,
2023-09-24,M05,issue,49,roll,,25825,
2023-11-19,M04,receipt,50,nos,SUP08,23977,PUR76492
2023-03-01,M02,return,20,rolls,,24136,
2023-08-07,M04,issue,2,roll,,23574,
2023-06-14,M12,receipt,265,kilograms,SUP06,23048,PUR53770
2023-11-01,M06,receipt,404,kg,SUP03,23955,PUR31875
2023-09-03,M13,receipt,4,pcs,SUP07,22250,PUR85645
2023-01-09,M02,receipt,25,roll,SUP01,24835,PUR71336
2023-04-02,M03,issue,26,nos,,23628,
